Country,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under-five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling
Singapore,Developed,87,66,0,1.55,2639.376955,95,23,3.5,0,95,3.66,95,0.1,33579.85948,,0.839,13.9
Netherlands,Developed,81.1,62,1,9.05,1162.656768,2,10,6.5,1,97,11.1,97,0.1,49474.7561,16754962,0.921,18.1
Rwanda,Developing,64.6,239,13,0.01,9.774676411,98,75,19.5,18,98,7.68,98,0.7,678.796973,1788853,0.475,10.5
Trinidad and Tobago,Developing,69.1,194,0,4.55,516.7112481,,0,34.4,1,91,4.4,91,1.2,6935.721451,127238,0.715,11.8
Antigua and Barbuda,Developing,74.6,147,0,8.15,1455.608186,99,0,41.4,0,98,4.41,99,0.1,11371.93895,,0,0
Italy,Developed,89,66,2,8.98,4270.914882,96,599,57.6,3,97,8.49,94,0.1,31174.56118,57685327,0.846,15.6
Mali,Developing,53.6,29,57,0.55,60.21211141,83,33,18,101,78,6.34,77,1.9,487.942556,12798763,0.338,5.8
United States of America,Developed,78.2,18,27,8.74,0,94,140,65.7,31,94,16.2,96,0.1,,,,
Pakistan,Developing,65.5,167,371,0.04,57.87736282,74,4386,22.5,459,75,3.1,74,0.1,1226.215314,174184265,0.525,7.5
Kenya,Developing,56.8,356,66,1.97,59.83361364,81,1516,17.3,100,76,4.8,81,9.1,839.181117,388599,0.494,10.1
Angola,Developing,51,361,75,8.06,239.8913921,72,1449,21,115,73,3.38,71,2.5,4299.12889,24218565,0.495,9.4
Niger,Developing,69,227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,416.14838,18426372,0.341,5.3
Panama,Developing,77.6,119,1,6.74,1842.463782,8,0,57.1,1,8,8.3,8,0.1,12593.7374,393986,0.78,13
Germany,Developed,79.1,86,3,11.83,5842.374765,88,121,57.1,3,96,1.37,96,0.1,34165.9343,8251626,0.877,16.4
Lao People's Democratic Republic,Developing,58.7,271,13,3.13,0,,94,12.7,19,55,4.32,52,0.1,,,0.463,8
Congo,Developing,63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,,,0.557,10.2
Afghanistan,Developing,58.1,287,80,0.03,25.87392536,64,1599,15.7,110,64,8.33,64,0.1,373.3611163,2729431,0.433,8.7
Mongolia,Developing,63.8,263,2,2.43,55.60878216,98,1205,39.8,2,98,5.81,98,0.1,571.51883,2443659,0.599,10.1
Colombia,Developing,72.8,148,16,4.26,42.17956418,89,0,49.8,19,89,5.37,89,0.1,274.249442,42724163,0.658,11.3
Kiribati,Developing,66.1,2,0,0.01,97.87193319,75,0,77.1,0,79,1.21,75,0.1,1684.54274,11458,0.597,11.9
Costa Rica,Developing,79.2,97,1,3.34,2568.237059,91,0,57.5,1,9,9.56,91,0.1,9985.36959,4654122,0.758,13.6
Gabon,Developing,61.6,291,2,9.02,545.4389573,75,0,31.9,3,78,2.86,81,10,8352.81711,1489193,0.645,12.4
Indonesia,Developing,68.7,181,124,0.09,22.8478308,85,8419,25.6,148,86,2.93,85,0.3,362.663981,25232263,0.677,12.9
Kiribati,Developing,65.3,27,0,0.48,18.21661422,91,0,75.2,0,95,1.52,91,0.1,1493.1651,12652,0.584,11.9
Lebanon,Developing,74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4183156,0.746,13.2
Ethiopia,Developing,63.3,241,150,1.84,86.82551124,69,4347,16.4,221,7,5.77,69,1.2,468.567249,92444183,0.422,8.4
Luxembourg,Developed,78.8,9,0,11.84,1346.246697,95,0,57,0,99,7.95,99,0.1,8289.69641,465158,0.874,13.5
Austria,Developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,811566,0.833,15.4
Paraguay,Developing,72.1,163,3,6.38,20.68037294,92,0,42.8,4,96,6.7,96,0.2,157.145691,5795494,0.646,12.3
Cambodia,Developing,66.6,192,14,2.2,56.88416481,89,1156,16.4,16,88,5.95,89,0.5,785.6928841,143874,0.519,10.6
Micronesia (Federated States of),Developing,68,176,0,1.73,0,84,0,64.1,0,81,11.92,67,0.1,,,0.622,10.9
Estonia,Developing,71.2,211,0,11.48,7.806042825,,0,54.6,0,94,4.84,94,0.1,538.347781,137935,0.791,15.4
Bahamas,Developing,74.9,167,0,9.5,0,96,0,62.6,0,99,7.43,98,0.2,,,0.789,12.6
South Africa,Developing,54,496,54,8.5,732.1255305,83,81,44.3,82,79,7.57,82,28.1,5631.73485,4823384.48,0.609,12.9
Suriname,Developing,67.4,224,0,4.29,268.1837972,,0,47.6,0,7,9.65,71,0.4,1888.61829,47239,0,11.1
Mozambique,Developing,53.8,4,70,1.18,39.75216936,74,60,2.1,101,74,5.43,74,11.3,463.852618,2352463,0.382,9.2
Honduras,Developing,72.5,163,5,3.23,203.7134882,97,0,42.8,6,98,7.81,98,0.9,1311.741714,737343,0.577,10.6
Ghana,Developing,61.9,254,38,0.01,28.66897829,9,319,27.3,55,91,4.63,9,0.9,1814.492297,26346251,0.57,11.5
Equatorial Guinea,Developing,53.5,334,3,6.01,234.7874207,,24,19.1,4,44,2.5,36,2.9,2711.17114,66647,0.542,8.2
Paraguay,Developing,73.2,152,3,5.65,359.9760397,89,0,46.4,3,85,9.1,89,0.1,3225.591754,629877,0.664,12.4
Niger,Developing,54.5,277,54,0.11,43.42193066,,59,15.7,110,52,7.39,51,1.5,258.463873,1413264,0.286,3.7
Sierra Leone,Developing,44.3,464,30,3.8,38.00075788,,33,19.7,46,65,1.68,64,2.2,322.313468,5848692,0.348,8
Japan,Developed,82.5,64,3,7.39,9498.729062,,434,27.4,4,96,1.7,97,0.1,48167.99727,127833,0.884,15.1
Qatar,Developing,76.4,85,0,0.87,188.6782945,98,34,64.1,0,96,2.71,96,0.1,2999.65492,,0.807,12.2
Nepal,Developing,67.5,183,25,0.22,6.19357029,89,189,15.9,32,93,6.41,89,0.2,48.7299,2674113,0.502,10.5
Estonia,Developing,75.6,137,0,14.97,1802.017593,94,0,57.6,0,94,6.25,94,0.1,14638.6482,1331475,0.833,16.2
Nepal,Developing,69.3,162,19,0.27,80.15505125,92,1861,18,24,92,5.69,92,0.1,688.6172788,2798531,0.545,12.3
Montenegro,Developing,73.6,133,0,,527.3076721,,0,55.7,0,,8.46,,0.1,3674.617924,614261,0.746,12.8
Zambia,Developing,46.4,64,39,2.33,65.78997404,,881,17.6,62,85,8.18,83,18.2,429.1583434,11421984,0.443,10.2
Republic of Korea,Developing,81.1,72,2,9.34,0,99,42,3,2,98,6.83,99,0.1,,,,
Equatorial Guinea,Developing,55.4,338,3,8.34,1705.678619,,436,21.3,4,55,2.31,42,6.3,22742.38159,868418,0.592,9.1
United Kingdom of Great Britain and Northern Ireland,Developed,78.3,86,4,11.85,0,,460,59.5,4,91,7.81,91,0.1,,,,
Philippines,Developing,67.9,218,58,4.85,198.2563794,77,6368,22.6,74,78,4.37,79,0.1,2129.499242,93726624,0.662,11.4
Ireland,Developed,81.2,66,0,10.75,746.3670453,95,33,62.1,0,96,7.78,96,0.1,5553.32623,4617225,0.91,18.6
Egypt,Developing,69.4,174,56,0.16,0,98,77,53.5,68,98,5.6,98,0.1,,,0.629,11.4
Ecuador,Developing,73.6,157,8,3.88,187.3843511,75,0,45.1,10,88,4.62,88,0.3,2183.966796,13726,0.675,12.5
Burundi,Developing,59.1,297,22,0.01,41.25159038,95,0,18.2,32,95,7.54,95,0.7,312.7489794,989179,0.404,10.6
Mozambique,Developing,49.8,416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,262.884551,19139658,0.311,6.2
Lithuania,Developed,72.4,188,0,12.9,1423.802386,94,2,6,0,95,7.9,95,0.1,11984.86857,397282,0.824,16.8
Russian Federation,Developing,67.5,278,16,12.04,161.7301654,98,27,56.6,18,98,6.22,98,0.3,11635.2637,14274235,0.769,13.9
Colombia,Developing,74.6,144,11,4.38,1435.487755,9,0,57.2,12,9,7.2,9,0.1,7913.383432,47791911,0.72,13.6
Tunisia,Developing,74.8,12,3,1.28,64.85616718,98,1,56.5,3,98,6.54,98,0.1,414.15177,1639931,0.71,14.4
El Salvador,Developing,71.2,23,2,2.83,52.30172215,99,0,5.8,3,99,6.32,99,0.3,334.83817,683475,0.657,12.9
Tajikistan,Developing,66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666.3458569,7472819,0.601,11.1
Tunisia,Developing,74.7,12,3,1.37,53.08451654,99,2,54.7,3,99,5.63,99,0.1,431.9326,147336,0.701,14.3
Myanmar,Developing,64.2,22,61,0.28,4.632776304,75,760,17,83,82,1.78,82,0.6,296.97284,48846474,0.474,8
Mozambique,Developing,53.2,45,72,1.48,0.796915785,75,4,19.7,104,74,4.91,75,12.6,53.127719,22846758,0.372,8.8
The former Yugoslav republic of Macedonia,Developing,75.3,14,0,1.03,0,97,4,59.1,0,98,6.7,98,0.1,,,0.741,12.9
Ecuador,Developing,74.4,144,8,3.52,19.13983284,96,0,47.9,9,92,5.86,96,0.3,335.786541,1396748,0.693,12.8
Italy,Developed,79.9,72,2,9.3,3519.258515,95,10982,57,3,97,8.17,96,0.1,27387.2258,5731323,0.841,15.4
South Africa,Developing,54,485,55,6.93,519.1563781,71,244,42.2,82,7,8.26,69,28.9,3775.68275,46418193.9,0.613,12.9
Sao Tome and Principe,Developing,66.2,24,0,5.58,63.04032682,98,0,26.9,0,98,5.24,98,0.5,1129.754961,174776,0.542,10.6
Honduras,Developing,71.3,171,6,2.74,15.36175284,95,0,39.6,8,99,6.88,96,1.6,113.4546,669361,0.557,9.9
Brunei Darussalam,Developing,77.4,79,0,0.97,295.7730171,93,4,37.2,0,99,2.25,97,0.1,4717.273,,0.846,14.1
Fiji,Developing,67.9,22,0,1.85,206.071686,99,304,52.2,0,94,3.48,93,0.1,2259.55796,815691,0.687,13.3
Madagascar,Developing,57.9,283,44,1.16,35.66125056,,35256,13.9,68,58,5.8,57,0.6,245.939659,1576686,0,8
Algeria,Developing,71.3,145,21,0.25,154.4559436,,0,44.4,25,86,3.49,86,0.1,1757.17797,3118366,0.636,10.7
Ghana,Developing,58.9,296,41,1.5,78.71123825,84,435,22.4,62,85,4.51,84,3.1,498.172394,215429,0.499,8.1
Sudan,Developing,62,248,63,1.99,17.0536929,72,68,,94,81,8.4,81,0.3,1226.884381,3365619,0.456,6.8
Peru,Developing,72.4,142,17,4.22,302.5359058,,0,46.1,22,9,4.98,9,0.5,1981.243653,26261363,0.677,13.4
Namibia,Developing,64.3,268,3,7.84,7.896234931,82,79,32.5,4,85,8.78,82,4.7,56.971392,2215621,0.612,11.5
Solomon Islands,Developing,68.8,182,0,0.01,24.73328608,94,0,48.9,0,99,5.42,94,0.1,188.5159,563513,0.509,9.5
Bahrain,Developing,76,74,0,1.95,332.9347646,98,3,59.3,0,97,3.79,98,0.1,19356.67236,,0.814,14.4
Guinea,Developing,58.1,299,27,0.01,50.57976483,51,175,22.7,41,42,5.64,51,0.5,561.997387,118559,0.412,8.6
Belize,Developing,69.6,181,0,7.22,51.25232422,94,0,45.7,0,94,5.9,94,0.1,447.22796,36165,0.699,12.8
United States of America,Developed,76.9,115,28,8.25,0,89,116,6.9,33,89,13.73,94,0.1,,,,
Ukraine,Developing,71.3,195,4,,0,22,105,61.3,5,51,,23,0.2,2124.662666,4515429,0.748,15.3
Turkmenistan,Developing,65.4,228,7,2.93,63.7481117,98,0,46.7,8,98,2.12,98,0.1,734.42525,5366277,0.678,10.7
Serbia,Developing,74.9,126,1,9.38,742.5109709,97,0,58.3,1,93,9.89,91,0.1,5659.3824,719977,0.767,14
Portugal,Developed,81.1,76,0,,0,98,8,61.6,0,98,,98,0.1,1922.681,135876,0.841,16.6
Ghana,Developing,69,267,40,1.69,195.9824626,94,641,25.5,59,94,5.33,94,1.9,1312.67557,2451214,0.547,10.5
Chile,Developing,79.1,89,2,7.93,177.4925143,92,0,6.6,2,92,6.97,92,0.1,1286.17764,16993354,0.815,15.2
Azerbaijan,Developing,72.2,121,5,2.14,275.6514934,93,164,5.6,6,96,5.54,93,0.1,7875.756953,941681,0.745,11.9
Philippines,Developing,68.4,214,54,4.52,31.27232188,67,58848,24.8,68,77,4.71,67,0.1,2842.938353,112249,0.676,11.7
Mexico,Developing,75,127,49,4.77,12.1859723,97,0,54.1,58,98,5.52,97,0.1,716.8219,1435568,0.703,11.6
Viet Nam,Developing,74.9,135,28,3.58,0,87,352,12.9,35,93,5.53,93,0.2,,,0.633,11.6
Georgia,Developing,72.3,134,1,3.74,7.132564768,64,6847,48.1,1,66,8.53,78,0.1,127.367228,4245,0.694,12
United Kingdom of Great Britain and Northern Ireland,Developed,79.6,8,4,11.47,0,,1445,62.5,4,92,8.85,92,0.1,,,,
Sweden,Developed,79.9,71,0,6.9,3998.09987,,9,53.9,0,99,9.23,99,0.1,29571.7446,8924958,0.88,15.9
Ukraine,Developing,67.5,257,6,4.49,7.883791474,4,817,54.8,8,99,5.59,99,0.7,635.789635,49175848,0.669,13.3
Lesotho,Developing,46.2,633,4,2.69,9.18432717,9,2,28.3,6,87,8.47,88,30,918.432717,1982287,0.44,10.6
Cambodia,Developing,67.8,183,11,0.01,8.758214538,83,0,18.2,13,66,5.93,83,0.2,128.419568,1522692,0.546,10.8
Paraguay,Developing,71.9,165,3,6.2,20.60083027,9,0,42,4,92,5.78,92,0.2,148.527976,57374,0.639,12.1
Mauritius,Developing,73.6,158,0,3.03,918.807245,98,2,31.3,0,98,5.2,98,0.1,9197.26972,125244,0.748,14.1
Kazakhstan,Developing,69.9,22,5,6.29,24.44473709,95,321,52.3,5,95,4.36,95,0.1,1286.56511,17289224,0.789,15
Kazakhstan,Developing,64.7,276,8,5.99,145.1022528,95,18,44.8,9,95,3.61,95,0.1,1658.31146,14858948,0.7,12.7
Kuwait,Developing,73.7,89,1,0.03,2555.303869,99,0,67.1,1,99,2.13,99,0.1,45793.97614,,0.787,13.9
Barbados,Developing,75.1,12,0,8.61,260.0043858,87,0,52.2,0,88,7.43,87,0.1,15384.8749,,0.785,15.3
Norway,Developed,81,66,0,6.59,15268.06445,,3,58.9,0,93,9.26,93,0.1,87646.75346,4889252,0.936,17.4
Oman,Developing,74.7,115,1,0.58,78.51141,99,13,5.1,1,98,2.31,98,0.1,1448.55,,0.748,11.6
United States of America,Developed,79.3,13,23,,0,92,188,69.6,26,93,,95,0.1,,,,
Viet Nam,Developing,74.6,136,28,2.56,0,93,1978,11.8,35,94,5.56,94,0.2,,,0.618,11.3
Morocco,Developing,72.3,116,20,0.62,188.2902861,98,834,52.7,23,99,5.67,99,0.1,2861.5545,31989897,0.596,10.5
Netherlands,Developed,78.3,82,1,9.95,3054.515582,,0,52.6,1,97,7.79,97,0.1,26584.12169,164618,0.878,16.7
Myanmar,Developing,62.1,243,73,0.35,2.511437292,,845,13.6,100,88,1.84,82,0.4,193.187484,4695462,0.417,7.5
Italy,Developed,82,6,2,6.98,5439.691769,96,5189,61.5,2,96,9.27,96,0.1,38334.68477,59379449,0.872,16.4
Latvia,Developed,69.9,228,0,6.68,332.2751709,96,1,55.7,0,97,6.17,97,0.1,3572.8513,233717,0.728,14.2
Myanmar,Developing,62.5,239,72,0.38,1.917164,,2519,14.1,98,77,1.8,73,0.4,138.9249275,46627994,0.427,7.6
Sao Tome and Principe,Developing,64.7,22,0,5.46,47.08931143,75,0,24,0,97,7.84,97,1.2,843.89447,159328,0.521,10.2
El Salvador,Developing,69.9,29,3,3.1,400.1342971,94,0,47.8,4,93,7.61,94,0.3,2519.737387,5971535,0.628,12
Nicaragua,Developing,73.9,157,2,3.58,366.4841804,98,0,52.4,3,99,8.43,98,0.1,1847.19849,5945747,0.63,11.5
Germany,Developed,78.4,91,3,12.25,437.1059663,87,4657,56.1,4,97,1.4,93,0.1,2525.16445,82488495,0.867,16.3
Botswana,Developing,46.7,679,2,5.48,306.9527349,87,1,3.5,4,97,5.73,97,37.2,3128.97793,1754935,0.56,11.8
Austria,Developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,8268641,0.854,15
Kiribati,Developing,64.1,222,0,0.46,11.07543331,9,0,67.9,0,9,8.12,9,0.1,796.7937634,8446,0,10
United Kingdom of Great Britain and Northern Ireland,Developed,86,72,3,10.42,0,,2092,64.8,4,95,9.41,95,0.1,,,,
Guatemala,Developing,67.7,221,17,2.63,238.7369808,,0,4.4,21,8,5.25,81,0.2,1655.596261,1165743,0.539,8.2
Burkina Faso,Developing,58.1,275,42,4.51,85.55592906,91,860,17.1,71,9,5.17,91,0.9,666.842783,168194,0.377,6.7
